"sensor","co2","temp","humidity","time"
"S00001",1101,28.63432,34.48944,2020-12-09 19:36:47
"S00001",1101,28.64767,34.50623,2020-12-09 19:36:50
"S00001",1102,28.64767,34.53369,2020-12-09 19:36:53
"S00001",1102,28.64767,34.51996,2020-12-09 19:36:56
"S00001",1102,28.64767,34.50623,2020-12-09 19:36:59
"S00001",1102,28.63432,34.53064,2020-12-09 19:37:02
"S00001",1102,28.64767,34.48944,2020-12-09 19:37:05
"S00001",1101,28.63432,34.48944,2020-12-09 19:37:08
"S00001",1101,28.66102,34.50623,2020-12-09 19:37:11
"S00001",1101,28.66102,34.49249,2020-12-09 19:37:14
"S00001",1101,28.67704,34.53522,2020-12-09 19:37:17
"S00001",1102,28.67704,34.47876,2020-12-09 19:37:20
"S00001",1102,28.66102,34.46503,2020-12-09 19:37:23
"S00001",1102,28.67704,34.46503,2020-12-09 19:37:26
"S00001",1102,28.67704,34.46503,2020-12-09 19:37:29
"S00001",1102,28.67704,34.50775,2020-12-09 19:37:32
"S00001",1102,28.66102,34.46503,2020-12-09 19:37:35
"S00001",1102,28.67704,34.42383,2020-12-09 19:37:38
"S00001",1102,28.69039,34.46655,2020-12-09 19:37:41
"S00001",1101,28.67704,34.43756,2020-12-09 19:37:44
"S00001",1102,28.69039,34.42383,2020-12-09 19:37:47
"S00001",1102,28.69039,34.48029,2020-12-09 19:37:50
"S00001",1102,28.69039,34.4101,2020-12-09 19:37:53
"S00001",1102,28.69039,34.4101,2020-12-09 19:37:56
"S00001",1103,28.69039,34.43756,2020-12-09 19:37:59
"S00001",1103,28.66102,34.39331,2020-12-09 19:38:02
"S00001",1104,28.71976,34.45587,2020-12-09 19:38:05
"S00001",1105,28.69039,34.39636,2020-12-09 19:38:08
"S00001",1105,28.70374,34.41162,2020-12-09 19:38:11
"S00001",1105,28.70374,34.38263,2020-12-09 19:38:14
"S00001",1105,28.71976,34.41162,2020-12-09 19:38:17
"S00001",1105,28.69039,34.4101,2020-12-09 19:38:20
"S00001",1105,28.70374,34.46655,2020-12-09 19:38:23
"S00001",1106,28.70374,34.42535,2020-12-09 19:38:26
"S00001",1106,28.71976,34.42535,2020-12-09 19:38:29
"S00001",1107,28.69039,34.38263,2020-12-09 19:38:32
"S00001",1107,28.70374,34.39636,2020-12-09 19:38:35
"S00001",1107,28.70374,34.42535,2020-12-09 19:38:38
"S00001",1108,28.73312,34.42841,2020-12-09 19:38:41
"S00001",1108,28.73312,34.40094,2020-12-09 19:38:44
"S00001",1109,28.73312,34.41467,2020-12-09 19:38:47
"S00001",1109,28.73312,34.40094,2020-12-09 19:38:50
"S00001",1109,28.73312,34.35669,2020-12-09 19:38:53
"S00001",1110,28.74647,34.37347,2020-12-09 19:38:56
"S00001",1111,28.74647,34.34296,2020-12-09 19:38:59
"S00001",1111,28.73312,34.3277,2020-12-09 19:39:02
"S00001",1111,28.74647,34.31396,2020-12-09 19:39:05
"S00001",1112,28.71976,34.3277,2020-12-09 19:39:08
"S00001",1113,28.74647,34.29718,2020-12-09 19:39:11
"S00001",1113,28.74647,34.29718,2020-12-09 19:39:14
"S00001",1113,28.75983,34.31549,2020-12-09 19:39:17
"S00001",1113,28.73312,34.3277,2020-12-09 19:39:20
"S00001",1114,28.74647,34.37347,2020-12-09 19:39:23
"S00001",1115,28.74647,34.31396,2020-12-09 19:39:26
"S00001",1115,28.75983,34.34601,2020-12-09 19:39:29
"S00001",1115,28.74647,34.37347,2020-12-09 19:39:32
"S00001",1116,28.77585,34.33228,2020-12-09 19:39:35
"S00001",1116,28.75983,34.37347,2020-12-09 19:39:38
"S00001",1116,28.74647,34.37347,2020-12-09 19:39:41
"S00001",1117,28.77585,34.34753,2020-12-09 19:39:44
"S00001",1117,28.77585,34.31549,2020-12-09 19:39:47
"S00001",1117,28.7892,34.39178,2020-12-09 19:39:50
"S00001",1117,28.77585,34.30176,2020-12-09 19:39:53
"S00001",1117,28.77585,34.33228,2020-12-09 19:39:56
"S00001",1117,28.77585,34.2865,2020-12-09 19:39:59
"S00001",1117,28.77585,34.30176,2020-12-09 19:40:02
"S00001",1117,28.7892,34.3338,2020-12-09 19:40:05
"S00001",1116,28.80255,34.28802,2020-12-09 19:40:08
"S00001",1116,28.81857,34.27429,2020-12-09 19:40:11
"S00001",1116,28.83192,34.26056,2020-12-09 19:40:14
"S00001",1115,28.81857,34.24225,2020-12-09 19:40:17
"S00001",1115,28.80255,34.17816,2020-12-09 19:40:20
"S00001",1115,28.83192,34.19647,2020-12-09 19:40:23
"S00001",1115,28.83192,34.19647,2020-12-09 19:40:26
"S00001",1115,28.7892,34.19495,2020-12-09 19:40:29
"S00001",1115,28.81857,34.16443,2020-12-09 19:40:32
"S00001",1115,28.81857,34.14917,2020-12-09 19:40:35
"S00001",1115,28.83192,34.11865,2020-12-09 19:40:38
"S00001",1114,28.83192,34.10492,2020-12-09 19:40:41
"S00001",1114,28.81857,34.08661,2020-12-09 19:40:44
"S00001",1114,28.83192,34.08966,2020-12-09 19:40:47
"S00001",1114,28.84528,34.07593,2020-12-09 19:40:50
"S00001",1114,28.84528,34.08966,2020-12-09 19:40:53
"S00001",1114,28.84528,34.08966,2020-12-09 19:40:56
"S00001",1114,28.84528,34.1217,2020-12-09 19:40:59
"S00001",1114,28.85863,34.07593,2020-12-09 19:41:02
"S00001",1113,28.84528,34.05914,2020-12-09 19:41:05
"S00001",1113,28.84528,34.07593,2020-12-09 19:41:08
"S00001",1113,28.84528,34.04388,2020-12-09 19:41:11
"S00001",1113,28.83192,34.0271,2020-12-09 19:41:14
"S00001",1113,28.85863,34.05914,2020-12-09 19:41:17
"S00001",1113,28.83192,34.0271,2020-12-09 19:41:20
"S00001",1113,28.85863,34.03015,2020-12-09 19:41:23
"S00001",1114,28.85863,33.99811,2020-12-09 19:41:26
"S00001",1114,28.87465,33.99963,2020-12-09 19:41:29
"S00001",1114,28.84528,34.0271,2020-12-09 19:41:32
"S00001",1114,28.888,34.04846,2020-12-09 19:41:35
"S00001",1115,28.87465,34.06219,2020-12-09 19:41:38
"S00001",1115,28.888,34.04846,2020-12-09 19:41:41
"S00001",1115,28.85863,34.01337,2020-12-09 19:41:44
"S00001",1115,28.85863,34.03015,2020-12-09 19:41:47
"S00001",1116,28.888,34.04846,2020-12-09 19:41:50
"S00001",1116,28.85863,34.07593,2020-12-09 19:41:53
"S00001",1117,28.888,34.03168,2020-12-09 19:41:56
"S00001",1117,28.87465,34.03015,2020-12-09 19:41:59
"S00001",1118,28.888,34.06372,2020-12-09 19:42:02
"S00001",1118,28.90135,34.06372,2020-12-09 19:42:05
"S00001",1118,28.87465,34.07745,2020-12-09 19:42:08
"S00001",1119,28.87465,34.04541,2020-12-09 19:42:11
"S00001",1118,28.888,34.03168,2020-12-09 19:42:14
"S00001",1119,28.85863,34.04541,2020-12-09 19:42:17
"S00001",1119,28.888,34.12628,2020-12-09 19:42:20
"S00001",1120,28.888,34.07745,2020-12-09 19:42:23
"S00001",1121,28.888,34.1095,2020-12-09 19:42:26
"S00001",1121,28.90135,34.1095,2020-12-09 19:42:29
"S00001",1122,28.888,34.1095,2020-12-09 19:42:32
"S00001",1123,28.90135,34.08051,2020-12-09 19:42:35
"S00001",1124,28.91737,34.09576,2020-12-09 19:42:38
"S00001",1125,28.90135,34.09576,2020-12-09 19:42:41
"S00001",1125,28.90135,34.06372,2020-12-09 19:42:44
"S00001",1126,28.91737,34.04999,2020-12-09 19:42:47
"S00001",1126,28.87465,34.09424,2020-12-09 19:42:50
"S00001",1126,28.87465,34.04541,2020-12-09 19:42:53
"S00001",1127,28.91737,34.00421,2020-12-09 19:42:56
"S00001",1128,28.888,34.07745,2020-12-09 19:42:59
"S00001",1128,28.93073,34.00421,2020-12-09 19:43:02
"S00001",1128,28.91737,34.01794,2020-12-09 19:43:05
"S00001",1128,28.888,34.04846,2020-12-09 19:43:08
"S00001",1129,28.888,33.99963,2020-12-09 19:43:11
"S00001",1130,28.90135,34.03168,2020-12-09 19:43:14
"S00001",1130,28.90135,34.03168,2020-12-09 19:43:17
"S00001",1131,28.91737,34.03473,2020-12-09 19:43:20
"S00001",1131,28.90135,34.03168,2020-12-09 19:43:23
"S00001",1131,28.91737,34.06677,2020-12-09 19:43:26
"S00001",1131,28.91737,34.03473,2020-12-09 19:43:29
"S00001",1132,28.90135,34.06372,2020-12-09 19:43:32
"S00001",1132,28.91737,34.09576,2020-12-09 19:43:35
"S00001",1133,28.93073,34.04999,2020-12-09 19:43:38
"S00001",1133,28.91737,34.06677,2020-12-09 19:43:41
"S00001",1133,28.91737,34.04999,2020-12-09 19:43:44
"S00001",1134,28.91737,34.04999,2020-12-09 19:43:47
"S00001",1134,28.94408,34.021,2020-12-09 19:43:50
"S00001",1135,28.90135,34.04846,2020-12-09 19:43:53
"S00001",1136,28.91737,34.01794,2020-12-09 19:43:56
"S00001",1137,28.90135,34.01794,2020-12-09 19:43:59
"S00001",1146,28.93073,33.98895,2020-12-09 19:44:02
"S00001",1146,28.91737,33.98895,2020-12-09 19:44:05
"S00001",1147,28.93073,33.97522,2020-12-09 19:44:08
"S00001",1148,28.93073,33.97522,2020-12-09 19:44:11
"S00001",1149,28.94408,33.95844,2020-12-09 19:44:14
"S00001",1150,28.93073,34.00421,2020-12-09 19:44:17
"S00001",1151,28.91737,34.01794,2020-12-09 19:44:20
"S00001",1151,28.91737,33.98895,2020-12-09 19:44:23
"S00001",1152,28.93073,33.98895,2020-12-09 19:44:26
"S00001",1152,28.93073,34.00421,2020-12-09 19:44:30
"S00001",1153,28.91737,33.94012,2020-12-09 19:44:33
"S00001",1154,28.93073,33.94318,2020-12-09 19:44:36
"S00001",1154,28.94408,33.97522,2020-12-09 19:44:39
"S00001",1155,28.97345,33.96149,2020-12-09 19:44:42
"S00001",1155,28.93073,33.94318,2020-12-09 19:44:45
"S00001",1156,28.93073,33.98895,2020-12-09 19:44:48
"S00001",1156,28.93073,33.94318,2020-12-09 19:44:51
"S00001",1156,28.94408,33.91266,2020-12-09 19:44:54
"S00001",1156,28.95743,33.92944,2020-12-09 19:44:57
"S00001",1156,28.93073,33.8974,2020-12-09 19:45:00
"S00001",1156,28.91737,33.89435,2020-12-09 19:45:03
"S00001",1156,28.94408,33.88062,2020-12-09 19:45:06
"S00001",1156,28.94408,33.83484,2020-12-09 19:45:09
"S00001",1157,28.95743,33.89893,2020-12-09 19:45:12
"S00001",1157,28.97345,33.88519,2020-12-09 19:45:15
"S00001",1157,28.94408,33.86536,2020-12-09 19:45:18
"S00001",1158,28.95743,33.86688,2020-12-09 19:45:21
"S00001",1158,28.95743,33.86688,2020-12-09 19:45:24
"S00001",1158,28.94408,33.85162,2020-12-09 19:45:27
"S00001",1158,28.93073,33.86536,2020-12-09 19:45:30
"S00001",1158,28.95743,33.89893,2020-12-09 19:45:33
"S00001",1158,28.91737,33.87909,2020-12-09 19:45:36
"S00001",1158,28.94408,33.86536,2020-12-09 19:45:39
"S00001",1157,28.93073,33.84857,2020-12-09 19:45:42
"S00001",1158,28.93073,33.84857,2020-12-09 19:45:45
"S00001",1158,28.95743,33.89893,2020-12-09 19:45:48
"S00001",1158,28.95743,33.89893,2020-12-09 19:45:51
"S00001",1158,28.93073,33.95844,2020-12-09 19:45:54
"S00001",1158,28.94408,33.88062,2020-12-09 19:45:57
"S00001",1158,28.93073,33.91113,2020-12-09 19:46:00
"S00001",1158,28.94408,33.88062,2020-12-09 19:46:03
"S00001",1158,28.97345,33.89893,2020-12-09 19:46:06
"S00001",1159,28.97345,33.93097,2020-12-09 19:46:09
"S00001",1159,28.95743,33.9447,2020-12-09 19:46:12
"S00001",1159,28.94408,33.8974,2020-12-09 19:46:15
"S00001",1159,28.95743,33.88367,2020-12-09 19:46:18
"S00001",1160,28.94408,33.8974,2020-12-09 19:46:21
"S00001",1160,28.94408,33.86536,2020-12-09 19:46:24
"S00001",1160,28.95743,33.86688,2020-12-09 19:46:27
"S00001",1160,28.94408,33.83484,2020-12-09 19:46:30
"S00001",1161,28.94408,33.91266,2020-12-09 19:46:33
"S00001",1161,28.94408,33.91266,2020-12-09 19:46:36
"S00001",1161,28.95743,33.83484,2020-12-09 19:46:39
"S00001",1162,28.95743,33.85162,2020-12-09 19:46:42
"S00001",1163,28.97345,33.80737,2020-12-09 19:46:45
"S00001",1163,28.95743,33.83484,2020-12-09 19:46:48
"S00001",1164,28.97345,33.72955,2020-12-09 19:47:00
"S00001",1164,29.00015,33.77838,2020-12-09 19:47:03
"S00001",1164,28.97345,33.76007,2020-12-09 19:47:06
"S00001",1164,28.9868,33.74634,2020-12-09 19:47:09
"S00001",1165,28.9868,33.74634,2020-12-09 19:47:12
"S00001",1164,28.9868,33.77533,2020-12-09 19:47:15
"S00001",1164,28.97345,33.76007,2020-12-09 19:47:18
"S00001",1165,28.9868,33.79211,2020-12-09 19:47:21
"S00001",1165,29.01617,33.81042,2020-12-09 19:47:24
"S00001",1165,29.00015,33.81042,2020-12-09 19:47:27
"S00001",1165,28.9868,33.77533,2020-12-09 19:47:30
"S00001",1166,29.00015,33.77838,2020-12-09 19:47:33
"S00001",1166,29.00015,33.79364,2020-12-09 19:47:36
"S00001",1166,29.00015,33.82416,2020-12-09 19:47:39
"S00001",1167,29.01617,33.79364,2020-12-09 19:47:42
"S00001",1169,29.02953,33.81195,2020-12-09 19:47:45
"S00001",1169,29.01617,33.77991,2020-12-09 19:47:48
"S00001",1170,29.00015,33.7616,2020-12-09 19:47:51
"S00001",1171,29.01617,33.79364,2020-12-09 19:47:54
"S00001",1171,29.01617,33.77991,2020-12-09 19:47:57
"S00001",1172,29.00015,33.74634,2020-12-09 19:48:00
"S00001",1172,29.04288,33.75092,2020-12-09 19:48:03
"S00001",1172,29.01617,33.74786,2020-12-09 19:48:06
"S00001",1172,29.02953,33.75092,2020-12-09 19:48:09
"S00001",1172,29.02953,33.71887,2020-12-09 19:48:12
"S00001",1172,29.00015,33.73261,2020-12-09 19:48:15
"S00001",1172,29.01617,33.68683,2020-12-09 19:48:18
"S00001",1172,29.04288,33.70514,2020-12-09 19:48:21
"S00001",1172,29.02953,33.71887,2020-12-09 19:48:24
"S00001",1172,29.00015,33.65479,2020-12-09 19:48:27
"S00001",1172,29.01617,33.65479,2020-12-09 19:48:30
"S00001",1172,29.00015,33.60596,2020-12-09 19:48:33
"S00001",1172,29.02953,33.6731,2020-12-09 19:48:36
"S00001",1172,29.04288,33.68835,2020-12-09 19:48:39
"S00001",1173,29.01617,33.65479,2020-12-09 19:48:42
"S00001",1174,29.00015,33.71582,2020-12-09 19:48:45
"S00001",1174,29.01617,33.67004,2020-12-09 19:48:48
"S00001",1175,29.02953,33.73413,2020-12-09 19:48:51
"S00001",1176,29.00015,33.73261,2020-12-09 19:48:54
"S00001",1177,29.02953,33.71887,2020-12-09 19:48:57
"S00001",1177,29.04288,33.73413,2020-12-09 19:49:00
"S00001",1178,29.02953,33.71887,2020-12-09 19:49:03
"S00001",1178,29.01617,33.71582,2020-12-09 19:49:06
"S00001",1180,29.04288,33.7204,2020-12-09 19:49:09
"S00001",1181,29.04288,33.70514,2020-12-09 19:49:12
"S00001",1181,29.04288,33.70514,2020-12-09 19:49:15
"S00001",1182,29.02953,33.73413,2020-12-09 19:49:18
"S00001",1183,29.04288,33.76617,2020-12-09 19:49:21
"S00001",1184,29.04288,33.70514,2020-12-09 19:49:24
"S00001",1185,29.02953,33.73413,2020-12-09 19:49:27
"S00001",1185,29.04288,33.6731,2020-12-09 19:49:30
"S00001",1186,29.02953,33.6731,2020-12-09 19:49:33
"S00001",1187,29.01617,33.68683,2020-12-09 19:49:36
"S00001",1187,29.01617,33.64105,2020-12-09 19:49:39
"S00001",1187,29.07225,33.70667,2020-12-09 19:49:42
"S00001",1187,29.04288,33.6731,2020-12-09 19:49:45
"S00001",1187,29.02953,33.65631,2020-12-09 19:49:48
"S00001",1186,29.07225,33.53577,2020-12-09 19:49:59
"S00001",1185,29.07225,33.50525,2020-12-09 19:50:02
"S00001",1185,29.05623,33.48694,2020-12-09 19:50:05
"S00001",1185,29.05623,33.45795,2020-12-09 19:50:08
"S00001",1185,29.05623,33.50372,2020-12-09 19:50:11
"S00001",1185,29.05623,33.44116,2020-12-09 19:50:14
"S00001",1185,29.05623,33.45795,2020-12-09 19:50:17
"S00001",1185,29.05623,33.48694,2020-12-09 19:50:20
"S00001",1184,29.04288,33.47168,2020-12-09 19:50:23
"S00001",1183,29.05623,33.45795,2020-12-09 19:50:26
"S00001",1183,29.07225,33.47321,2020-12-09 19:50:29
"S00001",1182,29.05623,33.4259,2020-12-09 19:50:32
"S00001",1181,29.05623,33.45795,2020-12-09 19:50:35
"S00001",1181,29.05623,33.47168,2020-12-09 19:50:38
"S00001",1180,29.05623,33.48694,2020-12-09 19:50:41
"S00001",1180,29.07225,33.44116,2020-12-09 19:50:44
"S00001",1180,29.04288,33.51746,2020-12-09 19:50:47
"S00001",1180,29.04288,33.48694,2020-12-09 19:50:50
"S00001",1181,29.05623,33.45795,2020-12-09 19:50:53
"S00001",1181,29.07225,33.51898,2020-12-09 19:50:56
"S00001",1181,29.04288,33.51746,2020-12-09 19:50:59
"S00001",1181,29.05623,33.5495,2020-12-09 19:51:02
"S00001",1181,29.05623,33.5495,2020-12-09 19:51:05
"S00001",1181,29.0856,33.55408,2020-12-09 19:51:08
"S00001",1181,29.05623,33.51898,2020-12-09 19:51:11
"S00001",1181,29.0856,33.53729,2020-12-09 19:51:14
"S00001",1181,29.07225,33.53577,2020-12-09 19:51:17
"S00001",1182,29.0856,33.50525,2020-12-09 19:51:20
"S00001",1182,29.07225,33.55103,2020-12-09 19:51:23
"S00001",1182,29.07225,33.48999,2020-12-09 19:51:26
"S00001",1181,29.0856,33.55408,2020-12-09 19:51:29
"S00001",1182,29.09895,33.5083,2020-12-09 19:51:32
"S00001",1181,29.07225,33.53577,2020-12-09 19:51:35
"S00001",1181,29.09895,33.53729,2020-12-09 19:51:38
"S00001",1181,29.07225,33.55103,2020-12-09 19:51:41
"S00001",1181,29.11497,33.5083,2020-12-09 19:51:44
"S00001",1181,29.0856,33.53729,2020-12-09 19:51:48
"S00001",1182,29.09895,33.49152,2020-12-09 19:51:51
"S00001",1181,29.09895,33.5083,2020-12-09 19:51:54
"S00001",1181,29.07225,33.51898,2020-12-09 19:51:57
"S00001",1181,29.0856,33.48999,2020-12-09 19:52:00
"S00001",1180,29.0856,33.47626,2020-12-09 19:52:03
"S00001",1180,29.09895,33.47626,2020-12-09 19:52:06
"S00001",1180,29.0856,33.45947,2020-12-09 19:52:09
"S00001",1180,29.11497,33.44574,2020-12-09 19:52:12
"S00001",1180,29.0856,33.45947,2020-12-09 19:52:15
"S00001",1179,29.09895,33.4137,2020-12-09 19:52:18
"S00001",1179,29.0856,33.41217,2020-12-09 19:52:21
"S00001",1179,29.09895,33.49152,2020-12-09 19:52:24
"S00001",1179,29.09895,33.4137,2020-12-09 19:52:27
"S00001",1178,29.11497,33.43048,2020-12-09 19:52:30
"S00001",1178,29.0856,33.42743,2020-12-09 19:52:33
"S00001",1178,29.09895,33.39844,2020-12-09 19:52:36
"S00001",1178,29.09895,33.47626,2020-12-09 19:52:39
"S00001",1177,29.0856,33.38165,2020-12-09 19:52:42
"S00001",1177,29.11497,33.43048,2020-12-09 19:52:45
"S00001",1178,29.09895,33.39844,2020-12-09 19:52:48
"S00001",1173,29.17105,33.40454,2020-12-09 19:52:56
"S00001",1172,29.14168,33.48083,2020-12-09 19:52:59
"S00001",1172,29.17105,33.40454,2020-12-09 19:53:02
"S00001",1172,29.12833,33.39996,2020-12-09 19:53:05
"S00001",1172,29.17105,33.38928,2020-12-09 19:53:08
"S00001",1172,29.15503,33.38928,2020-12-09 19:53:11
"S00001",1172,29.1844,33.39081,2020-12-09 19:53:14
"S00001",1172,29.15503,33.45032,2020-12-09 19:53:17
"S00001",1172,29.1844,33.42133,2020-12-09 19:53:20
"S00001",1173,29.17105,33.35876,2020-12-09 19:53:23
"S00001",1175,29.1844,33.37555,2020-12-09 19:53:26
"S00001",1175,29.17105,33.34351,2020-12-09 19:53:29
"S00001",1176,29.1844,33.37555,2020-12-09 19:53:32
"S00001",1176,29.20042,33.4549,2020-12-09 19:53:35
"S00001",1177,29.1844,33.35876,2020-12-09 19:53:38
"S00001",1179,29.1844,33.40759,2020-12-09 19:53:41
"S00001",1180,29.20042,33.39081,2020-12-09 19:53:44
"S00001",1182,29.17105,33.42133,2020-12-09 19:53:47
"S00001",1183,29.20042,33.42285,2020-12-09 19:53:50
"S00001",1184,29.20042,33.51746,2020-12-09 19:53:53
"S00001",1185,29.1844,33.48541,2020-12-09 19:53:56
"S00001",1186,29.1844,33.42133,2020-12-09 19:53:59
"S00001",1187,29.20042,33.46863,2020-12-09 19:54:02
"S00001",1188,29.21645,33.4259,2020-12-09 19:54:05
"S00001",1189,29.20042,33.40759,2020-12-09 19:54:08
"S00001",1189,29.20042,33.37708,2020-12-09 19:54:11
"S00001",1189,29.20042,33.39081,2020-12-09 19:54:14
"S00001",1190,29.21645,33.36182,2020-12-09 19:54:17
"S00001",1192,29.21645,33.36182,2020-12-09 19:54:20
"S00001",1193,29.20042,33.32977,2020-12-09 19:54:23
"S00001",1194,29.20042,33.29926,2020-12-09 19:54:26
"S00001",1195,29.24315,33.28552,2020-12-09 19:54:29
"S00001",1196,29.21645,33.31604,2020-12-09 19:54:32
"S00001",1197,29.21645,33.34808,2020-12-09 19:54:35
"S00001",1197,29.21645,33.3313,2020-12-09 19:54:38
"S00001",1198,29.24315,33.31757,2020-12-09 19:54:41
