"sensor","co2","temp","humidity","time"
"S00001",1199,29.2298,33.28552,2020-12-09 19:54:44
"S00001",1199,29.2298,33.30231,2020-12-09 19:54:47
"S00001",1200,29.2298,33.28552,2020-12-09 19:54:50
"S00001",1200,29.2298,33.31757,2020-12-09 19:54:53
"S00001",1201,29.21645,33.29926,2020-12-09 19:54:56
"S00001",1202,29.2298,33.30231,2020-12-09 19:54:59
"S00001",1203,29.2298,33.34808,2020-12-09 19:55:02
"S00001",1204,29.2298,33.31757,2020-12-09 19:55:05
"S00001",1204,29.25651,33.32062,2020-12-09 19:55:08
"S00001",1204,29.25651,33.27179,2020-12-09 19:55:11
"S00001",1204,29.24315,33.33435,2020-12-09 19:55:14
"S00001",1204,29.24315,33.34961,2020-12-09 19:55:17
"S00001",1204,29.2298,33.25348,2020-12-09 19:55:20
"S00001",1204,29.25651,33.25653,2020-12-09 19:55:23
"S00001",1205,29.2298,33.27026,2020-12-09 19:55:26
"S00001",1205,29.25651,33.25653,2020-12-09 19:55:29
"S00001",1204,29.27253,33.25806,2020-12-09 19:55:32
"S00001",1204,29.24315,33.22449,2020-12-09 19:55:35
"S00001",1204,29.27253,33.25806,2020-12-09 19:55:38
"S00001",1204,29.25651,33.28857,2020-12-09 19:55:41
"S00001",1204,29.27253,33.27484,2020-12-09 19:55:44
"S00001",1200,29.29923,32.99713,2020-12-09 19:57:13
"S00001",1200,29.32861,33.04596,2020-12-09 19:57:16
"S00001",1200,29.28588,33.04138,2020-12-09 19:57:19
"S00001",1200,29.27253,32.99255,2020-12-09 19:57:22
"S00001",1201,29.28588,32.94983,2020-12-09 19:57:25
"S00001",1200,29.31525,32.99713,2020-12-09 19:57:28
"S00001",1200,29.29923,33.02765,2020-12-09 19:57:31
"S00001",1200,29.29923,33.01086,2020-12-09 19:57:34
"S00001",1199,29.31525,32.98187,2020-12-09 19:57:37
"S00001",1198,29.29923,33.02765,2020-12-09 19:57:40
"S00001",1198,29.29923,33.05969,2020-12-09 19:57:43
"S00001",1198,29.29923,33.05969,2020-12-09 19:57:46
"S00001",1198,29.29923,33.01086,2020-12-09 19:57:49
"S00001",1198,29.31525,33.04596,2020-12-09 19:57:52
"S00001",1198,29.29923,33.02765,2020-12-09 19:57:55
"S00001",1198,29.32861,33.04596,2020-12-09 19:57:58
"S00001",1198,29.29923,33.02765,2020-12-09 19:58:01
"S00001",1198,29.31525,33.04596,2020-12-09 19:58:04
"S00001",1197,29.27253,33.0246,2020-12-09 19:58:07
"S00001",1198,29.32861,33.06122,2020-12-09 19:58:10
"S00001",1197,29.31525,33.05969,2020-12-09 19:58:13
"S00001",1198,29.28588,33.07343,2020-12-09 19:58:16
"S00001",1198,29.31525,33.05969,2020-12-09 19:58:19
"S00001",1198,29.29923,33.05969,2020-12-09 19:58:22
"S00001",1198,29.29923,33.04291,2020-12-09 19:58:25
"S00001",1199,29.31525,33.02917,2020-12-09 19:58:28
"S00001",1199,29.29923,33.02765,2020-12-09 19:58:31
"S00001",1199,29.31525,33.02917,2020-12-09 19:58:34
"S00001",1199,29.32861,33.00018,2020-12-09 19:58:37
"S00001",1200,29.31525,33.04596,2020-12-09 19:58:40
"S00001",1200,29.31525,32.99713,2020-12-09 19:58:43
"S00001",1201,29.31525,32.99713,2020-12-09 19:58:46
"S00001",1201,29.31525,32.96814,2020-12-09 19:58:49
"S00001",1202,29.31525,32.95136,2020-12-09 19:58:52
"S00001",1201,29.31525,32.99713,2020-12-09 19:58:55
"S00001",1201,29.32861,33.00018,2020-12-09 19:58:58
"S00001",1201,29.32861,33.01544,2020-12-09 19:59:01
"S00001",1202,29.31525,32.99713,2020-12-09 19:59:04
"S00001",1202,29.31525,33.01392,2020-12-09 19:59:07
"S00001",1202,29.31525,33.01392,2020-12-09 19:59:10
"S00001",1202,29.31525,33.01392,2020-12-09 19:59:13
"S00001",1202,29.32861,33.02917,2020-12-09 19:59:16
"S00001",1202,29.32861,32.9834,2020-12-09 19:59:19
"S00001",1202,29.31525,32.96814,2020-12-09 19:59:22
"S00001",1203,29.31525,32.99713,2020-12-09 19:59:25
"S00001",1202,29.29923,32.91931,2020-12-09 19:59:28
"S00001",1202,29.31525,33.02917,2020-12-09 19:59:31
"S00001",1242,29.39803,33.12988,2020-12-09 20:01:39
"S00001",1241,29.42741,33.13293,2020-12-09 20:01:42
"S00001",1242,29.44076,33.1192,2020-12-09 20:01:45
"S00001",1242,29.44076,33.14819,2020-12-09 20:01:48
"S00001",1243,29.42741,33.10089,2020-12-09 20:01:51
"S00001",1242,29.45411,33.07343,2020-12-09 20:01:54
"S00001",1242,29.41405,33.11615,2020-12-09 20:01:57
"S00001",1243,29.42741,33.03833,2020-12-09 20:02:00
"S00001",1243,29.41405,33.02307,2020-12-09 20:02:03
"S00001",1243,29.44076,33.0246,2020-12-09 20:02:06
"S00001",1244,29.42741,32.97729,2020-12-09 20:02:09
"S00001",1245,29.47013,32.99713,2020-12-09 20:02:12
"S00001",1245,29.45411,33.0246,2020-12-09 20:02:15
"S00001",1246,29.47013,32.98187,2020-12-09 20:02:18
"S00001",1247,29.45411,32.96356,2020-12-09 20:02:21
"S00001",1248,29.44076,32.96356,2020-12-09 20:02:24
"S00001",1248,29.45411,32.88574,2020-12-09 20:02:27
"S00001",1249,29.47013,32.91931,2020-12-09 20:02:30
"S00001",1251,29.47013,32.90405,2020-12-09 20:02:33
"S00001",1253,29.49683,32.9834,2020-12-09 20:02:36
"S00001",1282,29.47013,32.98187,2020-12-09 20:02:39
"S00001",1327,29.47013,33.02765,2020-12-09 20:02:42
"S00001",1382,29.48348,33.04291,2020-12-09 20:02:45
"S00001",1395,29.45411,33.05664,2020-12-09 20:02:48
"S00001",1399,29.47013,33.08868,2020-12-09 20:02:51
"S00001",1418,29.49683,33.09174,2020-12-09 20:02:54
"S00001",1425,29.48348,33.01392,2020-12-09 20:02:57
"S00001",1428,29.48348,32.98187,2020-12-09 20:03:00
"S00001",1426,29.48348,32.95136,2020-12-09 20:03:03
"S00001",1426,29.48348,32.95136,2020-12-09 20:03:06
"S00001",1429,29.47013,32.94983,2020-12-09 20:03:09
"S00001",1430,29.49683,32.96814,2020-12-09 20:03:12
"S00001",1428,29.47013,32.98187,2020-12-09 20:03:15
"S00001",1429,29.48348,32.98187,2020-12-09 20:03:18
"S00001",1426,29.48348,33.04291,2020-12-09 20:03:21
"S00001",1424,29.48348,32.96509,2020-12-09 20:03:24
"S00001",1421,29.48348,33.02917,2020-12-09 20:03:27
"S00001",1422,29.49683,33.01392,2020-12-09 20:03:30
"S00001",1422,29.48348,33.01392,2020-12-09 20:03:33
"S00001",1422,29.49683,33.02917,2020-12-09 20:03:36
"S00001",1418,29.47013,32.94983,2020-12-09 20:03:39
"S00001",1418,29.48348,32.90405,2020-12-09 20:03:42
"S00001",1417,29.49683,32.9361,2020-12-09 20:03:45
"S00001",1411,29.48348,32.95136,2020-12-09 20:03:48
"S00001",1410,29.49683,32.89032,2020-12-09 20:03:51
"S00001",1407,29.48348,32.9361,2020-12-09 20:03:54
"S00001",1405,29.47013,32.96509,2020-12-09 20:03:57
"S00001",1402,29.48348,32.96509,2020-12-09 20:04:00
"S00001",1401,29.48348,32.98187,2020-12-09 20:04:03
"S00001",1397,29.48348,32.99713,2020-12-09 20:04:06
"S00001",1396,29.49683,33.00018,2020-12-09 20:04:09
"S00001",1393,29.47013,32.96509,2020-12-09 20:04:12
"S00001",1387,29.48348,32.98187,2020-12-09 20:04:15
"S00001",1385,29.48348,32.96509,2020-12-09 20:04:18
"S00001",1378,29.49683,32.90558,2020-12-09 20:04:21
"S00001",1375,29.48348,32.9361,2020-12-09 20:04:24
"S00001",1370,29.49683,32.9361,2020-12-09 20:04:27
"S00001",1367,29.49683,32.85828,2020-12-09 20:04:30
"S00001",1361,29.47013,32.90405,2020-12-09 20:04:34
"S00001",1360,29.47013,32.93304,2020-12-09 20:04:37
"S00001",1357,29.49683,32.87354,2020-12-09 20:04:40
"S00001",1354,29.47013,32.90405,2020-12-09 20:04:43
"S00001",1353,29.48348,32.88727,2020-12-09 20:04:46
"S00001",1349,29.49683,32.87354,2020-12-09 20:04:49
"S00001",1348,29.49683,32.87354,2020-12-09 20:04:52
"S00001",1344,29.48348,32.87354,2020-12-09 20:04:55
"S00001",1343,29.49683,32.89032,2020-12-09 20:04:58
"S00001",1340,29.48348,32.78046,2020-12-09 20:05:01
"S00001",1339,29.48348,32.80945,2020-12-09 20:05:04
"S00001",1336,29.49683,32.8125,2020-12-09 20:05:07
"S00001",1334,29.48348,32.80945,2020-12-09 20:05:10
"S00001",1333,29.49683,32.76672,2020-12-09 20:05:13
"S00001",1330,29.51286,32.79877,2020-12-09 20:05:16
"S00001",1330,29.51286,32.76672,2020-12-09 20:05:19
"S00001",1327,29.48348,32.80945,2020-12-09 20:05:22
"S00001",1326,29.49683,32.82776,2020-12-09 20:05:25
"S00001",1325,29.48348,32.79572,2020-12-09 20:05:28
"S00001",1324,29.47013,32.7774,2020-12-09 20:05:31
"S00001",1322,29.51286,32.76672,2020-12-09 20:05:34
"S00001",1322,29.48348,32.79572,2020-12-09 20:05:37
"S00001",1321,29.49683,32.78046,2020-12-09 20:05:40
"S00001",1320,29.49683,32.84454,2020-12-09 20:05:43
"S00001",1319,29.47013,32.79419,2020-12-09 20:05:46
"S00001",1318,29.49683,32.78046,2020-12-09 20:05:49
"S00001",1318,29.49683,32.78046,2020-12-09 20:05:52
"S00001",1317,29.51286,32.82776,2020-12-09 20:05:55
"S00001",1315,29.47013,32.80945,2020-12-09 20:05:58
"S00001",1315,29.48348,32.85828,2020-12-09 20:06:01
"S00001",1315,29.49683,32.79572,2020-12-09 20:06:04
"S00001",1315,29.48348,32.82623,2020-12-09 20:06:07
"S00001",1314,29.48348,32.78046,2020-12-09 20:06:10
"S00001",1313,29.45411,32.80792,2020-12-09 20:06:13
"S00001",1313,29.49683,32.79572,2020-12-09 20:06:16
"S00001",1313,29.48348,32.76367,2020-12-09 20:06:19
"S00001",1313,29.49683,32.8125,2020-12-09 20:06:22
"S00001",1312,29.48348,32.76367,2020-12-09 20:06:25
"S00001",1312,29.49683,32.74994,2020-12-09 20:06:28
"S00001",1311,29.48348,32.79572,2020-12-09 20:06:31
"S00001",1311,29.47013,32.73163,2020-12-09 20:06:34
"S00001",1310,29.49683,32.7179,2020-12-09 20:06:37
"S00001",1310,29.51286,32.78198,2020-12-09 20:06:40
"S00001",1310,29.49683,32.78046,2020-12-09 20:06:43
"S00001",1310,29.49683,32.79572,2020-12-09 20:06:46
"S00001",1308,29.48348,32.76367,2020-12-09 20:06:49
"S00001",1308,29.47013,32.79419,2020-12-09 20:06:52
"S00001",1308,29.48348,32.76367,2020-12-09 20:06:55
"S00001",1308,29.49683,32.78046,2020-12-09 20:06:58
"S00001",1308,29.47013,32.79419,2020-12-09 20:07:01
"S00001",1307,29.47013,32.74841,2020-12-09 20:07:04
"S00001",1306,29.48348,32.76367,2020-12-09 20:07:07
"S00001",1305,29.45411,32.76215,2020-12-09 20:07:10
"S00001",1305,29.45411,32.7774,2020-12-09 20:07:13
"S00001",1305,29.48348,32.74841,2020-12-09 20:07:16
"S00001",1304,29.48348,32.74841,2020-12-09 20:07:19
"S00001",1304,29.48348,32.76367,2020-12-09 20:07:22
"S00001",1304,29.48348,32.78046,2020-12-09 20:07:25
"S00001",1304,29.48348,32.79572,2020-12-09 20:07:28
"S00001",1302,29.48348,32.74841,2020-12-09 20:07:31
"S00001",1302,29.48348,32.70264,2020-12-09 20:07:34
"S00001",1302,29.48348,32.73163,2020-12-09 20:07:37
"S00001",1302,29.49683,32.76672,2020-12-09 20:07:40
"S00001",1301,29.48348,32.74841,2020-12-09 20:07:43
"S00001",1301,29.47013,32.74841,2020-12-09 20:07:46
"S00001",1301,29.47013,32.69959,2020-12-09 20:07:49
"S00001",1301,29.48348,32.74841,2020-12-09 20:07:52
"S00001",1301,29.51286,32.73621,2020-12-09 20:07:55
"S00001",1301,29.45411,32.7301,2020-12-09 20:07:58
"S00001",1301,29.48348,32.73163,2020-12-09 20:08:01
"S00001",1300,29.49683,32.7179,2020-12-09 20:08:04
"S00001",1300,29.48348,32.73163,2020-12-09 20:08:07
"S00001",1300,29.47013,32.73163,2020-12-09 20:08:10
"S00001",1300,29.45411,32.71332,2020-12-09 20:08:13
"S00001",1300,29.48348,32.70264,2020-12-09 20:08:16
"S00001",1301,29.49683,32.78046,2020-12-09 20:08:19
"S00001",1301,29.48348,32.68585,2020-12-09 20:08:22
"S00001",1301,29.47013,32.76367,2020-12-09 20:08:25
"S00001",1302,29.49683,32.73468,2020-12-09 20:08:28
"S00001",1301,29.47013,32.71637,2020-12-09 20:08:31
"S00001",1301,29.47013,32.74841,2020-12-09 20:08:34
"S00001",1301,29.48348,32.70264,2020-12-09 20:08:37
"S00001",1301,29.47013,32.69959,2020-12-09 20:08:40
"S00001",1301,29.45411,32.68433,2020-12-09 20:08:43
"S00001",1302,29.45411,32.74536,2020-12-09 20:08:46
"S00001",1302,29.49683,32.6889,2020-12-09 20:08:49
"S00001",1301,29.45411,32.71332,2020-12-09 20:08:52
"S00001",1301,29.47013,32.68433,2020-12-09 20:08:55
"S00001",1301,29.48348,32.76367,2020-12-09 20:08:58
"S00001",1301,29.44076,32.77588,2020-12-09 20:09:01
"S00001",1301,29.44076,32.7301,2020-12-09 20:09:04
"S00001",1301,29.47013,32.73163,2020-12-09 20:09:07
"S00001",1300,29.48348,32.7179,2020-12-09 20:09:10
"S00001",1300,29.48348,32.74841,2020-12-09 20:09:13
"S00001",1301,29.45411,32.76215,2020-12-09 20:09:16
"S00001",1301,29.48348,32.73163,2020-12-09 20:09:19
"S00001",1301,29.47013,32.71637,2020-12-09 20:09:22
"S00001",1301,29.47013,32.74841,2020-12-09 20:09:25
"S00001",1301,29.47013,32.69959,2020-12-09 20:09:28
"S00001",1301,29.45411,32.69959,2020-12-09 20:09:31
"S00001",1302,29.44076,32.71332,2020-12-09 20:09:34
"S00001",1302,29.49683,32.67212,2020-12-09 20:09:37
"S00001",1302,29.45411,32.71332,2020-12-09 20:09:40
"S00001",1303,29.47013,32.73163,2020-12-09 20:09:43
"S00001",1303,29.47013,32.74841,2020-12-09 20:09:46
"S00001",1303,29.47013,32.73163,2020-12-09 20:09:49
"S00001",1303,29.44076,32.75909,2020-12-09 20:09:52
"S00001",1304,29.45411,32.76215,2020-12-09 20:09:55
"S00001",1304,29.47013,32.79419,2020-12-09 20:09:58
"S00001",1305,29.45411,32.79114,2020-12-09 20:10:01
"S00001",1305,29.45411,32.82318,2020-12-09 20:10:04
"S00001",1306,29.47013,32.74841,2020-12-09 20:10:07
"S00001",1306,29.45411,32.7301,2020-12-09 20:10:10
"S00001",1306,29.45411,32.71332,2020-12-09 20:10:13
"S00001",1306,29.44076,32.74536,2020-12-09 20:10:16
"S00001",1306,29.47013,32.80945,2020-12-09 20:10:19
"S00001",1307,29.47013,32.74841,2020-12-09 20:10:22
"S00001",1307,29.42741,32.74384,2020-12-09 20:10:25
"S00001",1307,29.44076,32.7301,2020-12-09 20:10:28
"S00001",1307,29.44076,32.7301,2020-12-09 20:10:31
"S00001",1307,29.44076,32.7301,2020-12-09 20:10:34
"S00001",1307,29.44076,32.69806,2020-12-09 20:10:37
"S00001",1306,29.44076,32.7301,2020-12-09 20:10:40
"S00001",1306,29.47013,32.73163,2020-12-09 20:10:43
"S00001",1306,29.44076,32.74536,2020-12-09 20:10:46
"S00001",1306,29.47013,32.73163,2020-12-09 20:10:49
"S00001",1306,29.45411,32.7774,2020-12-09 20:10:52
"S00001",1307,29.45411,32.7774,2020-12-09 20:10:55
"S00001",1306,29.45411,32.7301,2020-12-09 20:10:58
"S00001",1307,29.44076,32.7301,2020-12-09 20:11:01
"S00001",1308,29.42741,32.75909,2020-12-09 20:11:04
"S00001",1308,29.47013,32.73163,2020-12-09 20:11:07
"S00001",1308,29.44076,32.74536,2020-12-09 20:11:10
"S00001",1308,29.44076,32.71332,2020-12-09 20:11:13
"S00001",1308,29.42741,32.75909,2020-12-09 20:11:16
"S00001",1309,29.44076,32.7301,2020-12-09 20:11:19
"S00001",1309,29.47013,32.7774,2020-12-09 20:11:22
"S00001",1309,29.44076,32.71332,2020-12-09 20:11:25
"S00001",1309,29.45411,32.74536,2020-12-09 20:11:28
"S00001",1308,29.44076,32.7301,2020-12-09 20:11:31
"S00001",1309,29.44076,32.71332,2020-12-09 20:11:34
"S00001",1309,29.45411,32.69959,2020-12-09 20:11:37
"S00001",1310,29.44076,32.7301,2020-12-09 20:11:40
"S00001",1309,29.42741,32.72705,2020-12-09 20:11:43
"S00001",1309,29.44076,32.75909,2020-12-09 20:11:46
"S00001",1310,29.42741,32.75909,2020-12-09 20:11:49
"S00001",1311,29.44076,32.79114,2020-12-09 20:11:52
"S00001",1311,29.45411,32.80792,2020-12-09 20:11:55
"S00001",1311,29.41405,32.77283,2020-12-09 20:11:58
"S00001",1311,29.42741,32.77588,2020-12-09 20:12:01
"S00001",1311,29.42741,32.83691,2020-12-09 20:12:04
"S00001",1312,29.44076,32.80792,2020-12-09 20:12:07
"S00001",1312,29.41405,32.85065,2020-12-09 20:12:10
"S00001",1313,29.44076,32.83691,2020-12-09 20:12:13
"S00001",1313,29.45411,32.85522,2020-12-09 20:12:16
"S00001",1314,29.44076,32.83691,2020-12-09 20:12:19
"S00001",1314,29.42741,32.83691,2020-12-09 20:12:22
"S00001",1314,29.42741,32.80487,2020-12-09 20:12:25
"S00001",1315,29.44076,32.83691,2020-12-09 20:12:28
"S00001",1315,29.44076,32.77588,2020-12-09 20:12:31
"S00001",1316,29.41405,32.77283,2020-12-09 20:12:34
"S00001",1316,29.44076,32.75909,2020-12-09 20:12:37
"S00001",1317,29.42741,32.82166,2020-12-09 20:12:40
"S00001",1317,29.42741,32.75909,2020-12-09 20:12:44
"S00001",1318,29.42741,32.82166,2020-12-09 20:12:47
"S00001",1318,29.42741,32.77588,2020-12-09 20:12:50
"S00001",1318,29.42741,32.80487,2020-12-09 20:12:53
"S00001",1318,29.41405,32.75757,2020-12-09 20:12:56
"S00001",1318,29.41405,32.78961,2020-12-09 20:12:59
"S00001",1319,29.42741,32.75909,2020-12-09 20:13:02
"S00001",1319,29.42741,32.74384,2020-12-09 20:13:05
"S00001",1319,29.39803,32.7713,2020-12-09 20:13:08
"S00001",1320,29.44076,32.79114,2020-12-09 20:13:11
"S00001",1320,29.42741,32.82166,2020-12-09 20:13:14
"S00001",1321,29.41405,32.75757,2020-12-09 20:13:17
"S00001",1321,29.42741,32.82166,2020-12-09 20:13:20
"S00001",1322,29.41405,32.77283,2020-12-09 20:13:23
"S00001",1321,29.44076,32.79114,2020-12-09 20:13:26
"S00001",1322,29.41405,32.80487,2020-12-09 20:13:29
"S00001",1322,29.44076,32.79114,2020-12-09 20:13:32
"S00001",1322,29.41405,32.77283,2020-12-09 20:13:35
"S00001",1321,29.41405,32.75757,2020-12-09 20:13:38
"S00001",1322,29.41405,32.78961,2020-12-09 20:13:41
"S00001",1321,29.41405,32.85065,2020-12-09 20:13:44
"S00001",1322,29.41405,32.83539,2020-12-09 20:13:47
"S00001",1323,29.42741,32.82166,2020-12-09 20:13:50
"S00001",1323,29.39803,32.80334,2020-12-09 20:13:53
"S00001",1324,29.41405,32.82166,2020-12-09 20:13:56
"S00001",1325,29.41405,32.80487,2020-12-09 20:13:59
"S00001",1325,29.41405,32.78961,2020-12-09 20:14:02
"S00001",1324,29.42741,32.86743,2020-12-09 20:14:05
"S00001",1324,29.41405,32.85065,2020-12-09 20:14:08
"S00001",1325,29.41405,32.75757,2020-12-09 20:14:11
"S00001",1324,29.39803,32.78656,2020-12-09 20:14:14
"S00001",1325,29.41405,32.72705,2020-12-09 20:14:17
"S00001",1326,29.41405,32.80487,2020-12-09 20:14:20
"S00001",1326,29.42741,32.80487,2020-12-09 20:14:23
"S00001",1326,29.41405,32.78961,2020-12-09 20:14:26
"S00001",1326,29.42741,32.75909,2020-12-09 20:14:29
"S00001",1327,29.41405,32.78961,2020-12-09 20:14:32
"S00001",1328,29.41405,32.75757,2020-12-09 20:14:35
"S00001",1328,29.41405,32.78961,2020-12-09 20:14:38
"S00001",1329,29.41405,32.82166,2020-12-09 20:14:41
"S00001",1329,29.41405,32.78961,2020-12-09 20:14:44
"S00001",1330,29.39803,32.78656,2020-12-09 20:14:47
"S00001",1331,29.41405,32.82166,2020-12-09 20:14:50
"S00001",1331,29.41405,32.78961,2020-12-09 20:14:53
"S00001",1331,29.39803,32.7713,2020-12-09 20:14:56
"S00001",1331,29.41405,32.77283,2020-12-09 20:14:59
"S00001",1332,29.41405,32.80487,2020-12-09 20:15:02
"S00001",1332,29.39803,32.80334,2020-12-09 20:15:05
"S00001",1332,29.41405,32.80487,2020-12-09 20:15:08
"S00001",1332,29.41405,32.78961,2020-12-09 20:15:11
"S00001",1332,29.39803,32.78656,2020-12-09 20:15:14
"S00001",1332,29.41405,32.80487,2020-12-09 20:15:17
"S00001",1332,29.41405,32.75757,2020-12-09 20:15:20
"S00001",1333,29.42741,32.75909,2020-12-09 20:15:23
"S00001",1334,29.41405,32.80487,2020-12-09 20:15:26
"S00001",1333,29.41405,32.80487,2020-12-09 20:15:29
"S00001",1334,29.41405,32.78961,2020-12-09 20:15:32
"S00001",1334,29.42741,32.74384,2020-12-09 20:15:35
"S00001",1334,29.41405,32.75757,2020-12-09 20:15:38
"S00001",1335,29.41405,32.78961,2020-12-09 20:15:41
"S00001",1335,29.42741,32.77588,2020-12-09 20:15:44
"S00001",1334,29.39803,32.7713,2020-12-09 20:15:47
"S00001",1335,29.41405,32.78961,2020-12-09 20:15:50
"S00001",1335,29.42741,32.71179,2020-12-09 20:15:53
"S00001",1336,29.44076,32.77588,2020-12-09 20:15:56
"S00001",1336,29.38468,32.80334,2020-12-09 20:15:59
"S00001",1336,29.39803,32.75757,2020-12-09 20:16:02
"S00001",1334,29.41405,32.77283,2020-12-09 20:16:05
"S00001",1334,29.42741,32.75909,2020-12-09 20:16:08
"S00001",1334,29.41405,32.78961,2020-12-09 20:16:11
"S00001",1334,29.41405,32.77283,2020-12-09 20:16:14
"S00001",1334,29.38468,32.73926,2020-12-09 20:16:17
"S00001",1334,29.42741,32.75909,2020-12-09 20:16:20
"S00001",1333,29.39803,32.7713,2020-12-09 20:16:23
"S00001",1333,29.41405,32.80487,2020-12-09 20:16:26
"S00001",1332,29.41405,32.77283,2020-12-09 20:16:29
"S00001",1332,29.41405,32.75757,2020-12-09 20:16:32
"S00001",1332,29.41405,32.77283,2020-12-09 20:16:35
"S00001",1332,29.39803,32.80334,2020-12-09 20:16:38
"S00001",1332,29.39803,32.75757,2020-12-09 20:16:41
"S00001",1333,29.41405,32.74384,2020-12-09 20:16:44
"S00001",1333,29.41405,32.75757,2020-12-09 20:16:47
"S00001",1334,29.39803,32.7713,2020-12-09 20:16:50
"S00001",1335,29.41405,32.78961,2020-12-09 20:16:53
"S00001",1335,29.39803,32.78656,2020-12-09 20:16:56
"S00001",1335,29.42741,32.75909,2020-12-09 20:16:59
"S00001",1335,29.42741,32.80487,2020-12-09 20:17:02
"S00001",1335,29.42741,32.80487,2020-12-09 20:17:05
"S00001",1336,29.44076,32.79114,2020-12-09 20:17:08
"S00001",1336,29.41405,32.80487,2020-12-09 20:17:11
"S00001",1337,29.41405,32.80487,2020-12-09 20:17:14
"S00001",1337,29.42741,32.78961,2020-12-09 20:17:17
"S00001",1338,29.42741,32.77588,2020-12-09 20:17:20
"S00001",1339,29.39803,32.78656,2020-12-09 20:17:23
"S00001",1339,29.44076,32.82318,2020-12-09 20:17:26
"S00001",1339,29.41405,32.78961,2020-12-09 20:17:29
"S00001",1340,29.44076,32.77588,2020-12-09 20:17:32
"S00001",1339,29.39803,32.78656,2020-12-09 20:17:35
"S00001",1341,29.41405,32.75757,2020-12-09 20:17:38
"S00001",1341,29.42741,32.80487,2020-12-09 20:17:41
"S00001",1342,29.39803,32.75757,2020-12-09 20:17:44
"S00001",1343,29.41405,32.78961,2020-12-09 20:17:47
"S00001",1344,29.39803,32.83539,2020-12-09 20:17:50
"S00001",1343,29.42741,32.78961,2020-12-09 20:17:53
"S00001",1344,29.41405,32.78961,2020-12-09 20:17:56
"S00001",1345,29.42741,32.80487,2020-12-09 20:17:59
"S00001",1345,29.42741,32.80487,2020-12-09 20:18:02
"S00001",1345,29.42741,32.80487,2020-12-09 20:18:05
"S00001",1346,29.42741,32.78961,2020-12-09 20:18:08
"S00001",1347,29.42741,32.80487,2020-12-09 20:18:11
"S00001",1347,29.42741,32.83691,2020-12-09 20:18:14
"S00001",1347,29.41405,32.78961,2020-12-09 20:18:17
"S00001",1347,29.39803,32.83539,2020-12-09 20:18:20
"S00001",1348,29.42741,32.77588,2020-12-09 20:18:23
"S00001",1349,29.41405,32.78961,2020-12-09 20:18:26
"S00001",1349,29.42741,32.80487,2020-12-09 20:18:29
"S00001",1350,29.41405,32.78961,2020-12-09 20:18:32
"S00001",1351,29.41405,32.77283,2020-12-09 20:18:35
"S00001",1351,29.41405,32.77283,2020-12-09 20:18:38
"S00001",1352,29.41405,32.74384,2020-12-09 20:18:41
"S00001",1352,29.42741,32.82166,2020-12-09 20:18:44
"S00001",1352,29.42741,32.75909,2020-12-09 20:18:47
"S00001",1353,29.44076,32.80792,2020-12-09 20:18:50
"S00001",1353,29.39803,32.8186,2020-12-09 20:18:53
"S00001",1354,29.42741,32.77588,2020-12-09 20:18:56
"S00001",1354,29.41405,32.72705,2020-12-09 20:18:59
"S00001",1354,29.42741,32.75909,2020-12-09 20:19:02
"S00001",1353,29.41405,32.80487,2020-12-09 20:19:05
"S00001",1353,29.41405,32.72705,2020-12-09 20:19:08
"S00001",1353,29.39803,32.80334,2020-12-09 20:19:11
"S00001",1353,29.41405,32.74384,2020-12-09 20:19:14
"S00001",1352,29.41405,32.80487,2020-12-09 20:19:17
"S00001",1352,29.42741,32.80487,2020-12-09 20:19:20
"S00001",1352,29.41405,32.75757,2020-12-09 20:19:23
"S00001",1353,29.42741,32.77588,2020-12-09 20:19:26
"S00001",1352,29.41405,32.75757,2020-12-09 20:19:29
"S00001",1353,29.42741,32.75909,2020-12-09 20:19:32
"S00001",1353,29.42741,32.75909,2020-12-09 20:19:35
"S00001",1353,29.42741,32.77588,2020-12-09 20:19:38
"S00001",1354,29.42741,32.72705,2020-12-09 20:19:41
"S00001",1354,29.41405,32.77283,2020-12-09 20:19:44
"S00001",1355,29.41405,32.78961,2020-12-09 20:19:47
"S00001",1355,29.42741,32.74384,2020-12-09 20:19:50
"S00001",1356,29.42741,32.75909,2020-12-09 20:19:53
"S00001",1357,29.44076,32.74536,2020-12-09 20:19:56
"S00001",1356,29.41405,32.75757,2020-12-09 20:19:59
"S00001",1357,29.41405,32.74384,2020-12-09 20:20:02
"S00001",1357,29.41405,32.78961,2020-12-09 20:20:05
"S00001",1357,29.41405,32.77283,2020-12-09 20:20:08
"S00001",1359,29.42741,32.80487,2020-12-09 20:20:11
"S00001",1359,29.42741,32.72705,2020-12-09 20:20:14
"S00001",1359,29.42741,32.80487,2020-12-09 20:20:17
"S00001",1359,29.42741,32.82166,2020-12-09 20:20:20
"S00001",1359,29.41405,32.77283,2020-12-09 20:20:23
"S00001",1359,29.39803,32.80334,2020-12-09 20:20:26
"S00001",1359,29.44076,32.80792,2020-12-09 20:20:29
"S00001",1359,29.44076,32.74536,2020-12-09 20:20:32
"S00001",1359,29.41405,32.78961,2020-12-09 20:20:35
"S00001",1359,29.44076,32.74536,2020-12-09 20:20:38
"S00001",1359,29.44076,32.79114,2020-12-09 20:20:41
"S00001",1360,29.41405,32.75757,2020-12-09 20:20:44
"S00001",1360,29.42741,32.71179,2020-12-09 20:20:47
